Coder,ID,Timestamp,Who?,What?,Re Who?,To Whom?,,,,,,,,,,,,
JW,C108 F377 SM1,00:13:51.1,CHW,OQECHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:13:58.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:04.2,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:04.3,CHW,RCHT+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:09.6,CG,HUPO,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:20.0,CG,LUP+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:23.8,CHW,OQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:32.2,Y,HUPW,CHW,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:34.5,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:44.2,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:47.4,CHW,RCML+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:53.1,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:14:58.7,CHW,OQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:04.6,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:10.1,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:11.7,Y,CML+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:14.7,CHW,CQTBN,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:16.3,Y,LUP+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:17.4,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:17.5,CHW,SS,WE,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:17.6,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:15:17.7,CHW,OQECHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:16:00.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:16:07.5,CHW,GINFO+,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:16:07.6,CHW,RCHT-S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:16:07.7,CHW,ADV+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:16:07.8,CHW,OQECHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:17:20.4,Y,CHT+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:17:25.0,CHW,OQECHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:17:31.1,Y,CHT+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:17:36.4,CHW,GINFO-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:18:03.5,CG,LUP+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:18:05.1,CHW,OQECHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:18:15.6,Y,CHT+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:18:22.2,CHW,GINFO+,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:19:39.1,CHW,SUM,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:20:54.2,CHW,OQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:20:54.3,CHW,EA,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:21:09.0,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:21:10.4,CHW,EA,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:21:12.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:21:13.6,CHW,SO,CHW,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:22:28.4,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:24:58.0,CG,HUPO,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:25:00.6,CHW,SO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:25:01.8,CG,HUPO,CHW,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:25:03.4,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:26:33.9,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:26:34.0,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:16.6,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:17.6,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:19.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:23.0,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:51.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:27:55.2,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:00.6,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:14.8,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:17.8,Y,CML-,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:19.0,CG,CML+,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:23.9,CG,ADV-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:26.3,Y,CHT-,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:32.4,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:36.2,Y,CHT-,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:37.2,CG,CML-,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:43.5,CHW,OQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:49.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:57.2,CG,LUP+,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:58.3,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:28:59.5,Y,HUPO,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:02.1,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:04.7,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:07.4,CG,CHT+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:09.2,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:13.4,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:20.5,CHW,GINFO+,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:22.7,CG,HUPW,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:37.7,CG,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:40.5,Y,CML-,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:44.0,CG,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:46.8,CHW,SO,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:50.9,CG,CHT-,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:53.1,Y,CML+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:54.7,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:56.3,Y,HUPW,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:29:58.6,CG,ADV+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:03.0,Y,CHT+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:04.4,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:06.0,Y,CHT+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:07.5,CHW,RCHT+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:10.1,Y,CHT+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:13.5,CHW,GINFO+,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:30:59.6,CG,HUPW,CHW,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:02.0,CHW,GINFO+,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:06.7,Y,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:10.9,CG,HUPO,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:12.3,Y,HUPW,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:14.4,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:15.4,Y,HUPW,O,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:18.4,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:21.4,Y,HUPO,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:22.9,CG,HUPO,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:24.9,CHW,SO,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:25.9,CG,HUPW,OUR,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:28.1,Y,CON,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:29.1,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:29.9,CHW,GINFO+,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:31.2,CG,LUP+,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:32.4,Y,HUPW,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:38.8,CHW,SS,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:51.4,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:54.2,CHW,OQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:31:59.7,Y,HUPW,CHW,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:00.9,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:02.5,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:04.9,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:05.0,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:17.1,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:23.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:25.0,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:26.6,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:27.8,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:30.0,CG,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:31.1,Y,CON,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:32.1,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:33.1,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:33.9,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:34.4,CG,LUP+,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:36.0,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:37.0,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:38.0,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:39.0,CG,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:40.0,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:41.0,CG,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:42.0,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:42.1,CHW,RCML+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:43.1,Y,LUP+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:43.5,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:44.3,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:46.8,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:48.0,CHW,RCML+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:49.2,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:50.2,Y,CML+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:53.2,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:54.2,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:32:55.5,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:02.5,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:09.1,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:11.2,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:13.8,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:15.0,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:16.0,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:22.9,CHW,RCML+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:23.0,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:30.2,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:33.0,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:34.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:38.5,CHW,RCML+S,Y,Y,,,,,,,,,,,,
