Coder,ID,Timestamp,Who?,What?,Re Who?,To Whom?,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:18.3,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:19.1,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:19.2,CHW ,GINFO+,WE,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:40.5,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:49.2,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:50.6,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:50.7,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:56.7,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:04:58.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:00.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:05.0,CG ,HUPW,OUR,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:06.0,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:06.1,CHW ,AFL,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:06.2,CHW ,GINFO-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:06.3,CHW ,OQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:15.9,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:18.6,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:19.6,CG ,HUPW,CG,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:20.8,CHW ,SO,CHW,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:24.0,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:24.1,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:50.7,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:54.6,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:55.6,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:05:58.6,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:03.9,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:16.6,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:21.1,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:23.5,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:27.8,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:29.6,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:32.6,CG ,ADV-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:37.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:39.3,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:40.1,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:42.1,CHW ,GINFO-,WE,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:44.2,CG ,HUPW,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:46.0,Y ,HUPW,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:47.0,CG ,LUP+,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:48.0,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:51.6,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:54.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:06:57.5,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:30.0,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:34.1,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:35.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:35.2,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:48.8,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:53.1,CHW ,AF,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:07:53.2,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:12.5,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:13.5,CHW ,CON,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:23.2,CHW ,CQO,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:24.4,CG ,CHT-,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:30.9,CHW ,CQECHT-,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:31.7,CG ,CHT-,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:32.5,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:33.6,CG ,CHT-,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:35.2,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:39.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:46.7,CHW ,CQECHT+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:47.9,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:08:53.0,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:11.6,CHW ,RCML-S,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:19.5,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:22.9,CHW ,GINFO+,CHW,NO,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:24.3,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:25.4,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:26.8,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:28.0,Y ,HUPW,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:30.0,CG ,LUP+,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:31.4,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:34.1,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:38.3,CHW ,OQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:41.9,Y ,CHT+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:43.2,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:45.4,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:09:46.4,CHW ,ADV-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:03.8,CG ,HUPW,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:08.2,CG ,HUPW,OUR,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:13.9,CHW ,GINFO+,O,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:21.2,CG ,HUPW,Y,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:26.7,CHW ,GINFO+,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:35.4,CG ,LUP+,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:36.4,CHW ,GINFO+,O,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:10:58.0,Y ,HUPO,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:11:03.3,CHW ,GINFO+,O,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:11:46.8,CG ,HUPO,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:11:51.0,CHW ,CQO,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:11:58.3,CG ,HUPO,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:11:59.3,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:00.3,CG ,HUPO,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:13.1,CHW ,CQO,O,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:14.1,CG ,HUPO,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:15.3,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:16.7,CG ,HUPO,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:24.0,CHW ,OQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:28.5,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:29.3,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:30.3,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:31.3,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:41.0,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:42.8,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:43.8,Y ,CML+,Y,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:44.9,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:46.9,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:48.1,Y ,HUPW,O,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:48.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:52.8,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:54.0,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:12:59.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:02.1,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:04.9,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:07.3,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:08.5,CG ,LUP+,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:09.5,CHW ,AF,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:10.8,Y ,LUP+,Y,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:11.8,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:13.4,Y ,CML+,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:16.6,CG ,CML+,OUR,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:18.2,CHW ,GINFO+,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:23.3,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:33.8,CHW ,GINFO+,O,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:42.5,CG ,HUPW,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:57.1,CHW ,GINFO+,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:13:57.2,CHW ,ADV+,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:04.0,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:12.5,CG ,HUPW,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:13.5,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:14.3,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:17.5,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:20.4,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:21.4,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:22.8,CG ,HUPO,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:28.7,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:44.9,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:45.0,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:58.2,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:14:59.0,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:00.4,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:10.3,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:12.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:16.4,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:19.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:21.9,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:22.0,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:22.1,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:29.8,Y ,LUP+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:31.0,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:31.1,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:37.9,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:39.1,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:15:40.9,CHW ,ADV-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:00.9,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:02.6,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:07.6,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:12.1,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:23.2,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:24.8,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:57.2,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:16:58.2,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:02.4,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:10.9,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:11.0,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:19.0,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:20.0,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:23.9,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:25.1,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:27.5,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:30.8,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:36.4,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:38.9,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:39.9,CHW ,GINFO+,WE,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:40.9,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:50.0,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:54.0,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:17:54.1,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:01.5,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:07.8,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:08.6,CHW ,RCML+S,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:08.7,CHW ,AFL,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:08.8,CHW ,CQECML+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:15.3,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:16.5,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:19.1,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:23.2,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:27.6,Y ,CML+,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:35.5,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:41.2,CG ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:47.9,CG ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:49.3,CHW ,GINFO+,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:50.5,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:51.5,CG ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:58.0,CHW ,AFL,CG,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:18:58.1,CHW ,GINFO+,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:16.6,CG ,HUPW,O,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:18.0,CHW ,GINFO+,CHW ,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:50.4,CG ,HUPW,CG,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:52.2,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:53.2,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:57.5,CHW ,RC,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:19:57.6,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:09.9,Y ,HUPW,CHW,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:10.7,CHW ,GINFO+,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:12.9,Y ,HUPW,CHW,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:13.7,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:13.8,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:44.1,Y ,HUPW,Y,CHW,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:45.1,CHW ,GINFO-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:53.2,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:54.0,CHW ,GINFO+,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:55.0,CG ,HUPW,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:56.0,Y ,HUPW,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:58.2,CG ,CON,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:20:59.3,CHW ,GINFO-,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:16.5,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:29.4,CHW ,GINFO+,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:30.4,CG ,HUPW,CG,B,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:38.1,CHW ,SO,CHW,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:40.3,CG ,HUPW,CG,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:44.4,Y ,HUPW,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:45.4,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:46.4,Y ,HUPO,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:55.3,Y ,HUPO,Y,CG,,,,,,,,,,,,
SM,C107 F385 EC1,00:21:58.7,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:00.0,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:02.6,CHW ,SO,CHW,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:05.8,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:35.0,CHW ,CQTBN,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:37.0,CG ,HUPW,Y,Y,,,,,,,,,,,,
SM,C107 F385 EC1,00:22:50.1,Y ,HUPW,Y,CG,,,,,,,,,,,,
