x1,x2,x3,x4,x5,x6,x7
60,0.872053872054,0.545899,0.871621621622,0.560488,0.872549019608,0.550640793408
61,0.885521885522,0.548924,0.871621621622,0.559327,0.867888138862,0.555818648899
62,0.875420875421,0.544653,0.885135135135,0.555168,0.875,0.550399815664
63,0.878787878788,0.545238,0.871621621622,0.548879,0.880952380952,0.549530986696
64,0.872053872054,0.559598,0.864864864865,0.57243,0.8603515625,0.571380674839
65,0.845117845118,0.581086,0.837837837838,0.6007,0.843076923077,0.594330736001
66,0.885521885522,0.551659,0.878378378378,0.5622,0.866666666667,0.56171554327
67,0.875420875421,0.560336,0.871621621622,0.565466,0.865671641791,0.56651271979
68,0.872053872054,0.548092,0.871621621622,0.564993,0.86862745098,0.554911140601
69,0.86531986532,0.55662,0.864864864865,0.575742,0.865700483092,0.56822737058
70,0.875420875421,0.55884,0.851351351351,0.57714,0.857142857143,0.573077636106
71,0.878787878788,0.559482,0.871621621622,0.578748,0.860160965795,0.572612532548
72,0.86531986532,0.548536,0.871621621622,0.553853,0.87996031746,0.552679176841
73,0.872053872054,0.5671,0.844594594595,0.585477,0.85518590998,0.57871777245
74,0.872053872054,0.556553,0.878378378378,0.570028,0.8638996139,0.567568289382
75,0.882154882155,0.546414,0.864864864865,0.560453,0.868717948718,0.554320362898
76,0.885521885522,0.548959,0.885135135135,0.559834,0.868421052632,0.554440654241
77,0.868686868687,0.556705,0.864864864865,0.560517,0.865134865135,0.563546845546
78,0.851851851852,0.566684,0.844594594595,0.576957,0.851084812623,0.575899894421
79,0.86531986532,0.561277,0.858108108108,0.576562,0.860759493671,0.572619057619
80,0.855218855219,0.575699,0.824324324324,0.596599,0.84375,0.592498347163
81,0.872053872054,0.559003,0.871621621622,0.579181,0.860082304527,0.574749623736
82,0.875420875421,0.561371,0.858108108108,0.58066,0.852642276423,0.575569346547
83,0.872053872054,0.547689,0.885135135135,0.558282,0.871485943775,0.549120545387
84,0.868686868687,0.55262,0.871621621622,0.560031,0.867063492063,0.561338494221
85,0.868686868687,0.555033,0.864864864865,0.573455,0.863725490196,0.56469412148
86,0.875420875421,0.543791,0.885135135135,0.556235,0.873062015504,0.548569247127
87,0.882154882155,0.556076,0.851351351351,0.586851,0.855799373041,0.57091672854
88,0.868686868687,0.555466,0.871621621622,0.570843,0.857438016529,0.569141729312
89,0.875420875421,0.557854,0.871621621622,0.57192,0.854954034729,0.569869653745
90,0.872053872054,0.565101,0.851351351351,0.578135,0.853535353535,0.57960152626
91,0.868686868687,0.560799,0.871621621622,0.574202,0.862137862138,0.566755078056
92,0.848484848485,0.579882,0.837837837838,0.588648,0.846837944664,0.592159087008
93,0.855218855219,0.560083,0.858108108108,0.56987,0.857282502444,0.571044992317
94,0.86531986532,0.570866,0.851351351351,0.591049,0.848162475822,0.581023032015
95,0.845117845118,0.575599,0.831081081081,0.599415,0.845263157895,0.586757457256
96,0.868686868687,0.562745,0.844594594595,0.587489,0.853125,0.578385174274
97,0.878787878788,0.555905,0.864864864865,0.564421,0.860824742268,0.567076283693
98,0.858585858586,0.572382,0.824324324324,0.592936,0.844897959184,0.58842099309
99,0.868686868687,0.56975,0.844594594595,0.583867,0.846464646465,0.582679367065
100,0.86531986532,0.562398,0.871621621622,0.57848,0.862,0.568324303627
